sample_id,fold,target,prediction,survey_year,sensor
madagascar_2009_321,0,14.362194,18.513666,2009,landsat
madagascar_2009_323,0,25.572823,24.1686,2009,landsat
madagascar_2009_325,0,11.765766,22.059914,2009,landsat
madagascar_2009_328,0,20.10683,20.821611,2009,landsat
madagascar_2009_330,0,33.61609,19.419897,2009,landsat
madagascar_2009_336,0,18.947227,31.13308,2009,landsat
madagascar_2009_337,0,17.806868,16.038057,2009,landsat
madagascar_2009_340,0,23.01147,25.37866,2009,landsat
madagascar_2009_341,0,20.343891,16.76798,2009,landsat
madagascar_2009_349,0,17.166449,17.496868,2009,landsat
madagascar_2008_373,0,21.195704,15.08332,2008,landsat
madagascar_2009_380,0,44.229362,19.299747,2009,landsat
madagascar_2009_381,0,20.96687,9.969752,2009,landsat
madagascar_2009_388,0,54.402126,17.568819,2009,landsat
madagascar_2009_392,0,18.510746,18.952656,2009,landsat
madagascar_2008_421,0,16.850946,17.462706,2008,landsat
madagascar_2009_427,0,13.631781,13.504214,2009,landsat
madagascar_2009_434,0,7.167348,17.56065,2009,landsat
madagascar_2009_444,0,16.110981,13.118384,2009,landsat
madagascar_2009_445,0,5.967714,12.145742,2009,landsat
madagascar_2009_454,0,35.33297,48.96494,2009,landsat
madagascar_2009_462,0,18.463968,18.606314,2009,landsat
madagascar_2009_470,0,16.65798,19.54795,2009,landsat
madagascar_2009_473,0,19.116497,17.631191,2009,landsat
madagascar_2009_495,0,18.432201,18.897198,2009,landsat
madagascar_2009_497,0,15.965236,20.451525,2009,landsat
madagascar_2009_500,0,20.05336,18.268023,2009,landsat
madagascar_2009_503,0,43.197247,36.27872,2009,landsat
madagascar_2009_506,0,16.920784,19.57142,2009,landsat
madagascar_2009_511,0,19.234356,12.865655,2009,landsat
madagascar_2008_516,0,12.975577,17.273544,2008,landsat
madagascar_2009_525,0,18.648035,15.732983,2009,landsat
madagascar_2009_530,0,45.44569,35.398975,2009,landsat
madagascar_2009_534,0,18.322197,12.686753,2009,landsat
madagascar_2009_536,0,39.138702,16.42975,2009,landsat
madagascar_2009_538,0,19.305614,16.236979,2009,landsat
madagascar_2009_540,0,19.194883,17.988203,2009,landsat
madagascar_2009_543,0,13.967013,28.65891,2009,landsat
madagascar_2009_549,0,26.642464,18.441988,2009,landsat
madagascar_2009_551,0,15.467115,25.98416,2009,landsat
madagascar_2009_556,0,42.846745,51.567745,2009,landsat
madagascar_2009_564,0,16.426619,18.808132,2009,landsat
madagascar_2009_575,0,12.546299,20.615158,2009,landsat
madagascar_2009_578,0,14.15414,22.62657,2009,landsat
madagascar_2009_580,0,11.217034,13.24826,2009,landsat
madagascar_2009_581,0,12.48206,17.904993,2009,landsat
madagascar_2008_582,0,13.581757,16.78149,2008,landsat
madagascar_2009_587,0,11.836968,22.018026,2009,landsat
madagascar_2009_588,0,12.314251,17.432732,2009,landsat
madagascar_2009_589,0,17.643112,17.067663,2009,landsat
madagascar_2008_593,0,20.032663,23.48945,2008,landsat
madagascar_2009_599,0,13.049131,17.752403,2009,landsat
madagascar_2009_600,0,11.9307,15.513085,2009,landsat
madagascar_2011_24,0,29.058002,15.731004,2011,landsat
madagascar_2011_25,0,21.857994,17.047787,2011,landsat
madagascar_2011_47,0,20.80178,29.25263,2011,landsat
madagascar_2011_49,0,38.388096,26.357847,2011,landsat
madagascar_2011_73,0,15.102045,17.206041,2011,landsat
madagascar_2011_76,0,42.62564,18.547688,2011,landsat
madagascar_2011_77,0,16.040756,18.343145,2011,landsat
madagascar_2011_79,0,14.499801,19.414974,2011,landsat
madagascar_2011_85,0,16.936485,16.895649,2011,landsat
madagascar_2011_98,0,44.79024,16.862762,2011,landsat
madagascar_2011_103,0,15.231579,18.090395,2011,landsat
madagascar_2011_113,0,24.20659,19.81782,2011,landsat
madagascar_2011_115,0,24.652359,17.808893,2011,landsat
madagascar_2011_120,0,58.04987,27.899849,2011,landsat
madagascar_2011_123,0,17.946438,20.44751,2011,landsat
madagascar_2011_126,0,18.0846,22.997143,2011,landsat
madagascar_2011_127,0,10.894232,18.44087,2011,landsat
madagascar_2011_128,0,48.273888,17.260122,2011,landsat
madagascar_2011_145,0,11.732932,17.56745,2011,landsat
madagascar_2011_146,0,11.060892,18.198616,2011,landsat
madagascar_2011_148,0,44.856033,47.332127,2011,landsat
madagascar_2011_149,0,9.420048,18.052359,2011,landsat
madagascar_2011_153,0,13.417746,16.708158,2011,landsat
madagascar_2011_154,0,14.660303,17.442772,2011,landsat
madagascar_2011_159,0,36.211304,38.08792,2011,landsat
madagascar_2011_161,0,41.72228,43.76174,2011,landsat
madagascar_2011_164,0,37.913082,17.116495,2011,landsat
madagascar_2011_175,0,4.965455,21.20098,2011,landsat
madagascar_2011_177,0,28.771347,12.261034,2011,landsat
madagascar_2011_186,0,12.1009,39.693455,2011,landsat
madagascar_2011_192,0,8.196405,48.321014,2011,landsat
madagascar_2011_201,0,10.838293,21.478739,2011,landsat
madagascar_2011_203,0,22.104607,16.794548,2011,landsat
madagascar_2011_214,0,10.376738,26.620508,2011,landsat
madagascar_2011_217,0,14.856506,20.500996,2011,landsat
madagascar_2011_222,0,10.833367,22.743277,2011,landsat
madagascar_2011_223,0,52.366875,36.348667,2011,landsat
madagascar_2011_227,0,7.6243825,30.85525,2011,landsat
madagascar_2011_238,0,11.850001,20.945637,2011,landsat
madagascar_2011_239,0,27.413252,31.614077,2011,landsat
madagascar_2011_240,0,15.62335,19.033937,2011,landsat
madagascar_2011_244,0,38.02946,18.588202,2011,landsat
madagascar_2011_248,0,19.84504,31.63148,2011,landsat
madagascar_2011_268,0,18.083662,18.897335,2011,landsat
madagascar_2013_5,0,23.929222,20.38129,2013,landsat
madagascar_2013_8,0,55.82477,44.605633,2013,landsat
madagascar_2013_9,0,30.21422,19.4684,2013,landsat
madagascar_2013_12,0,8.764524,17.770243,2013,landsat
madagascar_2013_18,0,24.588829,18.17273,2013,landsat
madagascar_2013_20,0,39.86394,27.940878,2013,landsat
madagascar_2013_27,0,37.388836,19.89683,2013,landsat
madagascar_2013_36,0,20.094612,17.182844,2013,landsat
madagascar_2013_48,0,28.253246,42.907337,2013,landsat
madagascar_2013_53,0,20.230421,18.200037,2013,landsat
madagascar_2013_65,0,16.219473,18.672825,2013,landsat
madagascar_2013_71,0,53.612507,38.052914,2013,landsat
madagascar_2013_78,0,18.03861,24.10172,2013,landsat
madagascar_2013_81,0,15.361831,18.535646,2013,landsat
madagascar_2013_82,0,15.477245,17.95152,2013,landsat
madagascar_2013_85,0,11.054918,18.644302,2013,landsat
madagascar_2013_96,0,26.352533,22.341684,2013,landsat
madagascar_2013_99,0,10.140554,21.993557,2013,landsat
madagascar_2013_101,0,13.631364,18.82675,2013,landsat
madagascar_2013_103,0,40.452717,36.928112,2013,landsat
madagascar_2013_113,0,12.381802,20.235392,2013,landsat
madagascar_2013_119,0,15.415633,27.403166,2013,landsat
madagascar_2013_122,0,48.005913,46.825497,2013,landsat
madagascar_2013_128,0,19.872297,17.758375,2013,landsat
madagascar_2013_136,0,21.110058,19.136877,2013,landsat
madagascar_2013_137,0,14.14183,18.59099,2013,landsat
madagascar_2013_142,0,76.471176,36.44176,2013,landsat
madagascar_2013_143,0,44.213078,34.749622,2013,landsat
madagascar_2013_149,0,23.883,24.23806,2013,landsat
madagascar_2013_151,0,16.262571,16.61344,2013,landsat
madagascar_2013_155,0,51.50729,19.107306,2013,landsat
madagascar_2013_157,0,15.319128,17.884502,2013,landsat
madagascar_2013_158,0,9.44411,24.082857,2013,landsat
madagascar_2013_161,0,8.61557,17.599104,2013,landsat
madagascar_2013_162,0,15.880521,25.03568,2013,landsat
madagascar_2013_163,0,14.28426,18.581635,2013,landsat
madagascar_2013_172,0,51.077934,40.96218,2013,landsat
madagascar_2013_174,0,31.76638,41.068386,2013,landsat
madagascar_2013_175,0,61.872883,38.6179,2013,landsat
madagascar_2013_180,0,9.775773,15.678945,2013,landsat
madagascar_2013_183,0,42.45206,24.623102,2013,landsat
madagascar_2013_188,0,14.907928,21.211658,2013,landsat
madagascar_2013_194,0,12.015303,18.102808,2013,landsat
madagascar_2013_201,0,11.86855,19.033361,2013,landsat
madagascar_2013_202,0,9.767429,19.37409,2013,landsat
madagascar_2013_206,0,12.739975,19.383432,2013,landsat
madagascar_2013_210,0,10.376502,15.859254,2013,landsat
madagascar_2013_211,0,9.778048,17.9517,2013,landsat
madagascar_2013_220,0,10.679137,17.402796,2013,landsat
madagascar_2013_221,0,10.809683,18.583845,2013,landsat
madagascar_2013_224,0,13.662784,17.822212,2013,landsat
madagascar_2013_225,0,30.0171,15.049085,2013,landsat
madagascar_2013_235,0,14.423406,16.4012,2013,landsat
madagascar_2013_237,0,45.482002,42.30091,2013,landsat
madagascar_2013_239,0,11.223478,19.248465,2013,landsat
madagascar_2013_242,0,42.875168,30.114084,2013,landsat
madagascar_2013_247,0,10.884709,38.270573,2013,landsat
madagascar_2013_259,0,14.099768,18.159943,2013,landsat
madagascar_2013_263,0,66.8389,47.44531,2013,landsat
madagascar_2013_264,0,63.147377,43.421726,2013,landsat
madagascar_2013_266,0,47.90049,15.028225,2013,landsat
madagascar_2013_268,0,12.78482,43.074192,2013,landsat
madagascar_2013_276,0,22.542862,15.888985,2013,landsat
madagascar_2013_281,0,16.114758,32.70734,2013,landsat
madagascar_2013_282,0,39.688663,19.254187,2013,landsat
madagascar_2016_8,0,12.748747,19.89435,2016,landsat
madagascar_2016_17,0,14.063294,27.425207,2016,landsat
madagascar_2016_20,0,9.280485,21.062628,2016,landsat
madagascar_2016_23,0,13.142902,15.525652,2016,landsat
madagascar_2016_46,0,15.558236,33.935993,2016,landsat
madagascar_2016_52,0,15.589906,18.573732,2016,landsat
madagascar_2016_57,0,22.494993,19.948809,2016,landsat
madagascar_2016_60,0,15.806812,18.93561,2016,landsat
madagascar_2016_62,0,26.208014,18.728388,2016,landsat
madagascar_2016_63,0,19.223566,20.916193,2016,landsat
madagascar_2016_69,0,24.702333,23.094099,2016,landsat
madagascar_2016_78,0,24.7971,19.330305,2016,landsat
madagascar_2016_89,0,16.131216,18.10563,2016,landsat
madagascar_2016_103,0,39.47775,41.072178,2016,landsat
madagascar_2016_104,0,17.808168,17.139261,2016,landsat
madagascar_2016_107,0,17.34454,18.03655,2016,landsat
madagascar_2016_111,0,13.489979,15.100776,2016,landsat
madagascar_2016_118,0,19.297909,19.77875,2016,landsat
madagascar_2016_120,0,13.38722,16.571985,2016,landsat
madagascar_2016_125,0,13.137141,15.782305,2016,landsat
madagascar_2016_137,0,12.319273,15.587317,2016,landsat
madagascar_2016_139,0,11.838432,26.633593,2016,landsat
madagascar_2016_151,0,18.137295,20.89445,2016,landsat
madagascar_2016_157,0,10.081163,17.094458,2016,landsat
madagascar_2016_161,0,35.384827,21.112703,2016,landsat
madagascar_2016_163,0,12.034848,17.870674,2016,landsat
madagascar_2016_171,0,23.23439,21.753372,2016,landsat
madagascar_2016_173,0,49.31721,48.661663,2016,landsat
madagascar_2016_177,0,13.446709,19.004736,2016,landsat
madagascar_2016_178,0,37.215218,44.127266,2016,landsat
madagascar_2016_180,0,12.225358,18.834288,2016,landsat
madagascar_2016_185,0,11.988091,17.842215,2016,landsat
madagascar_2016_206,0,12.130071,15.342301,2016,landsat
madagascar_2016_213,0,34.15193,32.222164,2016,landsat
madagascar_2016_222,0,10.148101,18.14256,2016,landsat
madagascar_2016_224,0,12.61578,16.951265,2016,landsat
madagascar_2016_229,0,7.4814305,18.46217,2016,landsat
madagascar_2016_232,0,9.640038,18.643938,2016,landsat
madagascar_2016_234,0,5.0107546,20.370295,2016,landsat
madagascar_2016_236,0,34.081657,28.901964,2016,landsat
madagascar_2016_242,0,20.773125,31.097006,2016,landsat
madagascar_2016_249,0,16.36572,19.960913,2016,landsat
madagascar_2016_252,0,13.930273,22.917727,2016,landsat
madagascar_2016_255,0,18.2258,18.873724,2016,landsat
madagascar_2016_265,0,45.391544,36.143505,2016,landsat
madagascar_2016_266,0,52.825306,40.2802,2016,landsat
madagascar_2016_273,0,48.901882,41.740467,2016,landsat
madagascar_2016_276,0,6.776492,19.440943,2016,landsat
madagascar_2016_277,0,5.7145886,18.232931,2016,landsat
madagascar_2016_278,0,12.603429,17.425474,2016,landsat
madagascar_2016_283,0,8.07873,18.247719,2016,landsat
madagascar_2016_291,0,8.511148,20.349289,2016,landsat
madagascar_2016_295,0,16.723652,14.905618,2016,landsat
madagascar_2016_296,0,10.384126,18.409597,2016,landsat
madagascar_2016_313,0,29.196753,28.01455,2016,landsat
madagascar_2016_314,0,14.669029,15.7863,2016,landsat
madagascar_2016_319,0,10.81138,17.235168,2016,landsat
madagascar_2016_326,0,16.288963,16.637,2016,landsat
madagascar_2016_331,0,40.3982,27.71745,2016,landsat
madagascar_2016_337,0,19.27063,20.875198,2016,landsat
madagascar_2016_349,0,42.736004,44.409245,2016,landsat
madagascar_2016_354,0,54.774513,33.368813,2016,landsat
madagascar_2016_356,0,48.758404,38.584232,2016,landsat
madagascar_2016_357,0,19.680565,20.250166,2016,landsat
madagascar_2016_363,0,23.78189,18.82159,2016,landsat
madagascar_2021_4,0,50.050026,47.772625,2021,landsat
madagascar_2021_7,0,56.825512,46.418835,2021,landsat
madagascar_2021_12,0,58.782177,52.307545,2021,landsat
madagascar_2021_25,0,44.41879,57.12439,2021,landsat
madagascar_2021_29,0,54.760025,47.39301,2021,landsat
madagascar_2021_36,0,50.536106,62.016247,2021,landsat
madagascar_2021_42,0,47.719044,58.019894,2021,landsat
madagascar_2021_44,0,48.6286,42.73589,2021,landsat
madagascar_2021_51,0,21.165495,18.679575,2021,landsat
madagascar_2021_56,0,57.718613,48.36771,2021,landsat
madagascar_2021_57,0,49.514816,58.34217,2021,landsat
madagascar_2021_61,0,40.394787,18.421228,2021,landsat
madagascar_2021_62,0,45.186428,40.99035,2021,landsat
madagascar_2021_65,0,44.888317,36.13917,2021,landsat
madagascar_2021_86,0,17.35172,20.464525,2021,landsat
madagascar_2021_97,0,19.233137,17.315681,2021,landsat
madagascar_2021_115,0,27.143906,23.710712,2021,landsat
madagascar_2021_121,0,23.26646,26.042376,2021,landsat
madagascar_2021_123,0,16.252127,23.017677,2021,landsat
madagascar_2021_127,0,20.61434,29.606836,2021,landsat
madagascar_2021_129,0,24.57158,23.385536,2021,landsat
madagascar_2021_133,0,40.291733,41.933697,2021,landsat
madagascar_2021_135,0,49.733677,42.069576,2021,landsat
madagascar_2021_138,0,27.011238,17.715075,2021,landsat
madagascar_2021_139,0,33.8546,18.450583,2021,landsat
madagascar_2021_143,0,27.38004,18.995905,2021,landsat
madagascar_2021_145,0,38.128498,25.284313,2021,landsat
madagascar_2021_150,0,32.130177,18.438684,2021,landsat
madagascar_2021_156,0,21.464128,18.151178,2021,landsat
madagascar_2021_159,0,21.2146,19.504614,2021,landsat
madagascar_2021_160,0,20.431246,21.079123,2021,landsat
madagascar_2021_171,0,16.515032,19.177397,2021,landsat
madagascar_2021_173,0,27.019262,19.941456,2021,landsat
madagascar_2021_177,0,26.743961,21.459726,2021,landsat
madagascar_2021_178,0,27.637175,23.114588,2021,landsat
madagascar_2021_182,0,30.014772,18.953745,2021,landsat
madagascar_2021_186,0,41.04294,41.68797,2021,landsat
madagascar_2021_194,0,27.82742,16.967957,2021,landsat
madagascar_2021_195,0,21.234518,17.140657,2021,landsat
madagascar_2021_208,0,23.131445,20.453451,2021,landsat
madagascar_2021_211,0,19.973364,25.490824,2021,landsat
madagascar_2021_214,0,47.242332,46.234478,2021,landsat
madagascar_2021_228,0,13.606157,18.25173,2021,landsat
madagascar_2021_231,0,15.336981,18.68936,2021,landsat
madagascar_2021_236,0,16.394484,17.720957,2021,landsat
madagascar_2021_238,0,13.856607,18.493307,2021,landsat
madagascar_2021_239,0,14.731508,18.19501,2021,landsat
madagascar_2021_243,0,55.053772,40.84541,2021,landsat
madagascar_2021_252,0,19.024363,15.006414,2021,landsat
madagascar_2021_254,0,18.079634,17.70482,2021,landsat
madagascar_2021_255,0,26.896334,17.848206,2021,landsat
madagascar_2021_256,0,36.186108,19.482225,2021,landsat
madagascar_2021_258,0,20.33132,21.575266,2021,landsat
madagascar_2021_259,0,25.440125,20.293652,2021,landsat
madagascar_2021_273,0,17.503351,19.083433,2021,landsat
madagascar_2021_279,0,38.818745,15.234947,2021,landsat
madagascar_2021_284,0,21.980024,25.504705,2021,landsat
madagascar_2021_287,0,18.48027,29.97943,2021,landsat
madagascar_2021_289,0,17.922834,15.729859,2021,landsat
madagascar_2021_292,0,10.5258465,14.334266,2021,landsat
madagascar_2021_303,0,16.322277,19.137262,2021,landsat
madagascar_2021_315,0,16.41662,16.541224,2021,landsat
madagascar_2021_323,0,26.433735,19.621853,2021,landsat
madagascar_2021_326,0,32.736374,23.241924,2021,landsat
madagascar_2021_328,0,34.65325,33.5769,2021,landsat
madagascar_2021_330,0,21.333563,19.126802,2021,landsat
madagascar_2021_333,0,59.131386,39.407448,2021,landsat
madagascar_2021_334,0,29.226791,19.32056,2021,landsat
madagascar_2021_342,0,60.989895,86.94394,2021,landsat
madagascar_2021_347,0,49.422924,38.08959,2021,landsat
madagascar_2021_354,0,17.271301,16.222042,2021,landsat
madagascar_2021_361,0,23.46422,24.00604,2021,landsat
madagascar_2021_371,0,22.615126,19.19267,2021,landsat
madagascar_2021_387,0,29.899864,21.942232,2021,landsat
madagascar_2021_392,0,20.551775,24.856604,2021,landsat
madagascar_2021_398,0,13.717334,23.850933,2021,landsat
madagascar_2021_408,0,23.341145,21.32815,2021,landsat
madagascar_2021_412,0,37.943787,22.402605,2021,landsat
madagascar_2021_416,0,16.92389,27.678814,2021,landsat
madagascar_2021_422,0,27.251993,20.44087,2021,landsat
madagascar_2021_426,0,45.637363,34.018917,2021,landsat
madagascar_2021_432,0,19.649015,20.22167,2021,landsat
madagascar_2021_438,0,20.041075,26.52162,2021,landsat
madagascar_2021_442,0,21.42303,20.249456,2021,landsat
madagascar_2021_444,0,14.479173,16.628242,2021,landsat
madagascar_2021_448,0,28.314018,20.470297,2021,landsat
madagascar_2021_451,0,24.328526,19.56719,2021,landsat
madagascar_2021_452,0,19.289236,21.110981,2021,landsat
madagascar_2021_460,0,15.353138,13.1634865,2021,landsat
madagascar_2021_463,0,31.59372,20.873991,2021,landsat
madagascar_2021_464,0,23.566372,16.308044,2021,landsat
madagascar_2021_476,0,20.592184,19.291357,2021,landsat
madagascar_2021_484,0,14.266938,14.553489,2021,landsat
madagascar_2021_487,0,50.929794,46.02605,2021,landsat
madagascar_2021_488,0,51.417282,44.91569,2021,landsat
madagascar_2021_490,0,12.916252,18.388441,2021,landsat
madagascar_2021_492,0,14.533526,17.542236,2021,landsat
madagascar_2021_500,0,43.136597,21.369751,2021,landsat
madagascar_2021_503,0,12.872382,17.514807,2021,landsat
madagascar_2021_504,0,21.466295,21.581947,2021,landsat
madagascar_2021_505,0,15.869426,14.13822,2021,landsat
madagascar_2021_509,0,12.50237,17.18565,2021,landsat
madagascar_2021_513,0,25.844557,19.781273,2021,landsat
madagascar_2021_527,0,14.231149,19.656637,2021,landsat
madagascar_2021_528,0,18.956793,18.571589,2021,landsat
madagascar_2021_531,0,20.060833,19.403048,2021,landsat
madagascar_2021_536,0,21.569128,20.466482,2021,landsat
madagascar_2021_537,0,10.114072,19.319181,2021,landsat
madagascar_2021_550,0,12.788305,23.581896,2021,landsat
madagascar_2021_551,0,12.939322,28.017157,2021,landsat
madagascar_2021_556,0,17.697254,14.298526,2021,landsat
madagascar_2021_559,0,15.565905,19.002428,2021,landsat
madagascar_2021_564,0,12.952229,20.271143,2021,landsat
madagascar_2021_572,0,12.145978,15.445285,2021,landsat
madagascar_2021_577,0,26.94889,19.597506,2021,landsat
madagascar_2021_585,0,17.544403,14.851912,2021,landsat
madagascar_2021_588,0,16.048454,18.350786,2021,landsat
madagascar_2021_603,0,32.62815,25.82353,2021,landsat
madagascar_2021_604,0,19.504206,20.202732,2021,landsat
madagascar_2021_607,0,32.284317,18.85263,2021,landsat
madagascar_2021_609,0,19.044266,23.30969,2021,landsat
madagascar_2021_619,0,48.357944,46.56091,2021,landsat
madagascar_2021_620,0,22.113413,20.352919,2021,landsat
madagascar_2021_629,0,26.846327,22.496035,2021,landsat
madagascar_2021_637,0,44.090664,38.205585,2021,landsat
madagascar_2021_640,0,24.192377,19.362553,2021,landsat
madagascar_2021_642,0,25.98391,26.572145,2021,landsat
madagascar_2021_644,0,54.81252,26.08979,2021,landsat
madagascar_2021_646,0,41.374874,24.138725,2021,landsat
madagascar_2021_647,0,22.3941,19.868563,2021,landsat
madagascar_1997_7,1,33.10967,38.063004,1997,landsat
madagascar_1997_8,1,28.007658,37.191772,1997,landsat
madagascar_1997_14,1,44.515568,33.04062,1997,landsat
madagascar_1997_22,1,38.507793,44.953804,1997,landsat
madagascar_1997_26,1,22.814325,31.553673,1997,landsat
madagascar_1997_40,1,60.631237,38.82847,1997,landsat
madagascar_1997_67,1,14.316723,18.182201,1997,landsat
madagascar_1997_74,1,14.911711,18.261246,1997,landsat
madagascar_1997_88,1,29.620398,18.94542,1997,landsat
madagascar_1997_94,1,9.233936,22.137669,1997,landsat
madagascar_1997_109,1,10.823253,17.321152,1997,landsat
madagascar_1997_111,1,14.134939,15.744314,1997,landsat
madagascar_1997_112,1,11.431364,14.683994,1997,landsat
madagascar_1997_117,1,10.124381,16.732307,1997,landsat
madagascar_1997_119,1,10.376095,17.02324,1997,landsat
madagascar_1997_124,1,32.785927,32.075306,1997,landsat
madagascar_1997_125,1,34.013172,35.52331,1997,landsat
madagascar_1997_134,1,19.450798,19.039902,1997,landsat
