sample_id,fold,target,prediction,survey_year,sensor
madagascar_1997_215,0,9.465688,16.080921,1997,landsat
madagascar_1997_220,0,10.087695,16.85797,1997,landsat
madagascar_1997_226,0,12.291191,15.991062,1997,landsat
madagascar_1997_241,0,13.794421,20.171227,1997,landsat
madagascar_1997_244,0,19.067017,15.929532,1997,landsat
madagascar_1997_246,0,11.987184,26.090412,1997,landsat
madagascar_1997_247,0,12.286939,37.698864,1997,landsat
madagascar_1997_251,0,13.558306,18.01674,1997,landsat
madagascar_1997_254,0,11.580182,28.26161,1997,landsat
madagascar_1997_255,0,10.7871275,15.536628,1997,landsat
madagascar_1997_263,0,12.410274,16.362041,1997,landsat
madagascar_2008_1,0,36.965736,49.348763,2008,landsat
madagascar_2008_3,0,39.91204,58.615353,2008,landsat
madagascar_2008_5,0,44.521187,58.95372,2008,landsat
madagascar_2008_19,0,44.04438,55.339516,2008,landsat
madagascar_2008_24,0,63.461548,59.766396,2008,landsat
madagascar_2008_33,0,58.81848,54.46112,2008,landsat
madagascar_2008_37,0,64.410446,44.388687,2008,landsat
madagascar_2008_40,0,49.65921,58.9543,2008,landsat
madagascar_2008_43,0,51.834854,42.653484,2008,landsat
madagascar_2008_48,0,42.906654,48.716244,2008,landsat
madagascar_2008_53,0,70.173744,45.97429,2008,landsat
madagascar_2008_55,0,18.711454,22.763744,2008,landsat
madagascar_2008_70,0,47.639046,47.464165,2008,landsat
madagascar_2008_80,0,24.213814,43.19824,2008,landsat
madagascar_2008_81,0,29.829288,44.49335,2008,landsat
madagascar_2009_84,0,10.009084,16.286194,2009,landsat
madagascar_2009_89,0,13.331103,32.50192,2009,landsat
madagascar_2009_92,0,11.286791,19.57075,2009,landsat
madagascar_2009_99,0,16.021694,16.400066,2009,landsat
madagascar_2008_112,0,46.50493,21.185968,2008,landsat
madagascar_2008_114,0,17.388494,21.126606,2008,landsat
madagascar_2008_147,0,20.288385,18.43751,2008,landsat
madagascar_2008_148,0,15.305611,20.494179,2008,landsat
madagascar_2009_162,0,11.041789,22.744268,2009,landsat
madagascar_2009_168,0,21.877844,26.801437,2009,landsat
madagascar_2009_173,0,15.198743,20.185566,2009,landsat
madagascar_2009_200,0,4.88031,23.319891,2009,landsat
madagascar_2009_202,0,14.079452,15.500297,2009,landsat
madagascar_2009_206,0,14.281131,17.077547,2009,landsat
madagascar_2008_207,0,16.579699,21.218752,2008,landsat
madagascar_2009_217,0,17.234768,17.198933,2009,landsat
madagascar_2009_218,0,16.303873,16.277685,2009,landsat
madagascar_2009_227,0,27.33344,21.419765,2009,landsat
madagascar_2009_228,0,27.986393,20.965748,2009,landsat
madagascar_2009_230,0,20.808975,19.704939,2009,landsat
madagascar_2009_238,0,22.85566,30.844772,2009,landsat
madagascar_2009_244,0,16.059607,24.621857,2009,landsat
madagascar_2008_250,0,9.649484,22.906162,2008,landsat
madagascar_2009_251,0,22.161133,27.069828,2009,landsat
madagascar_2009_253,0,18.889008,26.676418,2009,landsat
madagascar_2009_260,0,10.81358,21.052355,2009,landsat
madagascar_2009_264,0,23.18074,15.411479,2009,landsat
madagascar_2008_270,0,12.993281,19.470383,2008,landsat
madagascar_2009_280,0,47.966805,37.99973,2009,landsat
madagascar_2009_283,0,32.61517,21.04063,2009,landsat
madagascar_2009_285,0,18.44399,13.8678875,2009,landsat
madagascar_2009_299,0,11.325403,19.436714,2009,landsat
madagascar_2008_303,0,17.591473,21.459404,2008,landsat
madagascar_2008_305,0,14.564573,22.234976,2008,landsat
madagascar_2009_307,0,17.598152,15.776115,2009,landsat
madagascar_2009_315,0,13.687945,18.03614,2009,landsat
madagascar_2009_321,0,14.362194,15.743719,2009,landsat
madagascar_2009_323,0,25.572823,32.662395,2009,landsat
madagascar_2009_325,0,11.765766,25.964447,2009,landsat
madagascar_2009_328,0,20.10683,19.741043,2009,landsat
madagascar_2009_330,0,33.61609,35.53876,2009,landsat
madagascar_2009_336,0,18.947227,41.60129,2009,landsat
madagascar_2009_337,0,17.806868,42.735336,2009,landsat
madagascar_2009_340,0,23.01147,35.06282,2009,landsat
madagascar_2009_341,0,20.343891,21.620527,2009,landsat
madagascar_2009_349,0,17.166449,18.913212,2009,landsat
madagascar_2008_373,0,21.195704,22.93631,2008,landsat
madagascar_2009_380,0,44.229362,32.798515,2009,landsat
madagascar_2009_381,0,20.96687,37.561855,2009,landsat
madagascar_2009_388,0,54.402126,19.627354,2009,landsat
madagascar_2009_392,0,18.510746,29.737915,2009,landsat
madagascar_2008_421,0,16.850946,16.664036,2008,landsat
madagascar_2009_427,0,13.631781,20.62873,2009,landsat
madagascar_2009_434,0,7.167348,19.555359,2009,landsat
madagascar_2009_444,0,16.110981,15.653628,2009,landsat
madagascar_2009_445,0,5.967714,16.139189,2009,landsat
madagascar_2009_454,0,35.33297,55.49072,2009,landsat
madagascar_2009_462,0,18.463968,16.201313,2009,landsat
madagascar_2009_470,0,16.65798,19.161058,2009,landsat
madagascar_2009_473,0,19.116497,20.790369,2009,landsat
madagascar_2009_495,0,18.432201,16.08765,2009,landsat
madagascar_2009_497,0,15.965236,14.206899,2009,landsat
madagascar_2009_500,0,20.05336,18.452404,2009,landsat
madagascar_2009_503,0,43.197247,25.502007,2009,landsat
madagascar_2009_506,0,16.920784,20.241318,2009,landsat
madagascar_2009_511,0,19.234356,21.175861,2009,landsat
madagascar_2008_516,0,12.975577,20.422373,2008,landsat
madagascar_2009_525,0,18.648035,23.13983,2009,landsat
madagascar_2009_530,0,45.44569,40.515503,2009,landsat
madagascar_2009_534,0,18.322197,14.537718,2009,landsat
madagascar_2009_536,0,39.138702,19.345966,2009,landsat
madagascar_2009_538,0,19.305614,17.871956,2009,landsat
madagascar_2009_540,0,19.194883,18.44997,2009,landsat
madagascar_2009_543,0,13.967013,19.335672,2009,landsat
madagascar_2009_549,0,26.642464,19.258648,2009,landsat
madagascar_2009_551,0,15.467115,20.85043,2009,landsat
madagascar_2009_556,0,42.846745,49.17864,2009,landsat
madagascar_2009_564,0,16.426619,23.06243,2009,landsat
madagascar_2009_575,0,12.546299,16.737133,2009,landsat
madagascar_2009_578,0,14.15414,22.015785,2009,landsat
madagascar_2009_580,0,11.217034,23.452484,2009,landsat
madagascar_2009_581,0,12.48206,35.289505,2009,landsat
madagascar_2008_582,0,13.581757,17.80642,2008,landsat
madagascar_2009_587,0,11.836968,25.99143,2009,landsat
madagascar_2009_588,0,12.314251,14.138263,2009,landsat
madagascar_2009_589,0,17.643112,17.568352,2009,landsat
madagascar_2008_593,0,20.032663,21.39561,2008,landsat
madagascar_2009_599,0,13.049131,18.114109,2009,landsat
madagascar_2009_600,0,11.9307,20.392717,2009,landsat
madagascar_2011_24,0,29.058002,21.392647,2011,landsat
madagascar_2011_25,0,21.857994,21.172062,2011,landsat
madagascar_2011_47,0,20.80178,25.776833,2011,landsat
madagascar_2011_49,0,38.388096,22.672726,2011,landsat
madagascar_2011_73,0,15.102045,16.939594,2011,landsat
madagascar_2011_76,0,42.62564,20.710144,2011,landsat
madagascar_2011_77,0,16.040756,17.205605,2011,landsat
madagascar_2011_79,0,14.499801,12.809876,2011,landsat
madagascar_2011_85,0,16.936485,21.208744,2011,landsat
madagascar_2011_98,0,44.79024,49.0599,2011,landsat
madagascar_2011_103,0,15.231579,21.626976,2011,landsat
madagascar_2011_113,0,24.20659,38.46506,2011,landsat
madagascar_2011_115,0,24.652359,22.060368,2011,landsat
madagascar_2011_120,0,58.04987,33.91843,2011,landsat
madagascar_2011_123,0,17.946438,28.517538,2011,landsat
madagascar_2011_126,0,18.0846,18.0893,2011,landsat
madagascar_2011_127,0,10.894232,22.088041,2011,landsat
madagascar_2011_128,0,48.273888,52.013317,2011,landsat
madagascar_2011_145,0,11.732932,19.406097,2011,landsat
madagascar_2011_146,0,11.060892,28.546398,2011,landsat
madagascar_2011_148,0,44.856033,17.65708,2011,landsat
madagascar_2011_149,0,9.420048,16.444843,2011,landsat
madagascar_2011_153,0,13.417746,21.260876,2011,landsat
madagascar_2011_154,0,14.660303,20.707558,2011,landsat
madagascar_2011_159,0,36.211304,41.16708,2011,landsat
madagascar_2011_161,0,41.72228,32.644764,2011,landsat
madagascar_2011_164,0,37.913082,17.344133,2011,landsat
madagascar_2011_175,0,4.965455,22.302526,2011,landsat
madagascar_2011_177,0,28.771347,18.403957,2011,landsat
madagascar_2011_186,0,12.1009,21.266556,2011,landsat
madagascar_2011_192,0,8.196405,16.668793,2011,landsat
madagascar_2011_201,0,10.838293,20.973314,2011,landsat
madagascar_2011_203,0,22.104607,19.037924,2011,landsat
madagascar_2011_214,0,10.376738,12.996381,2011,landsat
madagascar_2011_217,0,14.856506,18.942022,2011,landsat
madagascar_2011_222,0,10.833367,19.541824,2011,landsat
madagascar_2011_223,0,52.366875,51.694065,2011,landsat
madagascar_2011_227,0,7.6243825,20.11858,2011,landsat
madagascar_2011_238,0,11.850001,18.484676,2011,landsat
madagascar_2011_239,0,27.413252,13.394275,2011,landsat
madagascar_2011_240,0,15.62335,11.772178,2011,landsat
madagascar_2011_244,0,38.02946,43.103664,2011,landsat
madagascar_2011_248,0,19.84504,17.040752,2011,landsat
madagascar_2011_268,0,18.083662,20.439442,2011,landsat
madagascar_2013_5,0,23.929222,32.59319,2013,landsat
madagascar_2013_8,0,55.82477,34.611103,2013,landsat
madagascar_2013_9,0,30.21422,25.26225,2013,landsat
madagascar_2013_12,0,8.764524,14.262687,2013,landsat
madagascar_2013_18,0,24.588829,29.244595,2013,landsat
madagascar_2013_20,0,39.86394,27.956575,2013,landsat
madagascar_2013_27,0,37.388836,18.35091,2013,landsat
madagascar_2013_36,0,20.094612,17.407263,2013,landsat
madagascar_2013_48,0,28.253246,32.129295,2013,landsat
madagascar_2013_53,0,20.230421,24.045471,2013,landsat
madagascar_2013_65,0,16.219473,19.611904,2013,landsat
madagascar_2013_71,0,53.612507,21.447416,2013,landsat
madagascar_2013_78,0,18.03861,24.244228,2013,landsat
madagascar_2013_81,0,15.361831,15.432868,2013,landsat
madagascar_2013_82,0,15.477245,16.929092,2013,landsat
madagascar_2013_85,0,11.054918,15.158875,2013,landsat
madagascar_2013_96,0,26.352533,11.802443,2013,landsat
madagascar_2013_99,0,10.140554,14.546689,2013,landsat
madagascar_2013_101,0,13.631364,12.678117,2013,landsat
madagascar_2013_103,0,40.452717,34.139034,2013,landsat
madagascar_2013_113,0,12.381802,14.103824,2013,landsat
madagascar_2013_119,0,15.415633,18.999077,2013,landsat
madagascar_2013_122,0,48.005913,29.569027,2013,landsat
madagascar_2013_128,0,19.872297,18.892344,2013,landsat
madagascar_2013_136,0,21.110058,15.50351,2013,landsat
madagascar_2013_137,0,14.14183,16.724924,2013,landsat
madagascar_2013_142,0,76.471176,54.739197,2013,landsat
madagascar_2013_143,0,44.213078,54.055527,2013,landsat
madagascar_2013_149,0,23.883,25.296883,2013,landsat
madagascar_2013_151,0,16.262571,18.323784,2013,landsat
madagascar_2013_155,0,51.50729,24.600828,2013,landsat
madagascar_2013_157,0,15.319128,25.21083,2013,landsat
madagascar_2013_158,0,9.44411,39.7914,2013,landsat
madagascar_2013_161,0,8.61557,17.44428,2013,landsat
madagascar_2013_162,0,15.880521,21.022636,2013,landsat
madagascar_2013_163,0,14.28426,20.33223,2013,landsat
madagascar_2013_172,0,51.077934,41.775715,2013,landsat
madagascar_2013_174,0,31.76638,43.31202,2013,landsat
madagascar_2013_175,0,61.872883,42.565277,2013,landsat
madagascar_2013_180,0,9.775773,19.968758,2013,landsat
madagascar_2013_183,0,42.45206,19.913952,2013,landsat
madagascar_2013_188,0,14.907928,34.223026,2013,landsat
madagascar_2013_194,0,12.015303,21.91668,2013,landsat
madagascar_2013_201,0,11.86855,20.575037,2013,landsat
madagascar_2013_202,0,9.767429,19.532988,2013,landsat
madagascar_2013_206,0,12.739975,23.453938,2013,landsat
madagascar_2013_210,0,10.376502,23.74003,2013,landsat
madagascar_2013_211,0,9.778048,14.077572,2013,landsat
madagascar_2013_220,0,10.679137,21.343733,2013,landsat
madagascar_2013_221,0,10.809683,20.778938,2013,landsat
madagascar_2013_224,0,13.662784,21.476696,2013,landsat
madagascar_2013_225,0,30.0171,20.387253,2013,landsat
madagascar_2013_235,0,14.423406,16.070925,2013,landsat
madagascar_2013_237,0,45.482002,20.3433,2013,landsat
madagascar_2013_239,0,11.223478,26.858763,2013,landsat
madagascar_2013_242,0,42.875168,16.240421,2013,landsat
madagascar_2013_247,0,10.884709,33.851627,2013,landsat
madagascar_2013_259,0,14.099768,19.277214,2013,landsat
madagascar_2013_263,0,66.8389,40.953644,2013,landsat
madagascar_2013_264,0,63.147377,37.936913,2013,landsat
madagascar_2013_266,0,47.90049,31.356112,2013,landsat
madagascar_2013_268,0,12.78482,21.294817,2013,landsat
madagascar_2013_276,0,22.542862,32.00823,2013,landsat
madagascar_2013_281,0,16.114758,21.00304,2013,landsat
madagascar_2013_282,0,39.688663,55.611492,2013,landsat
madagascar_2016_8,0,12.748747,22.847956,2016,landsat
madagascar_2016_17,0,14.063294,28.025776,2016,landsat
madagascar_2016_20,0,9.280485,21.867247,2016,landsat
madagascar_2016_23,0,13.142902,40.547253,2016,landsat
madagascar_2016_46,0,15.558236,28.017357,2016,landsat
madagascar_2016_52,0,15.589906,16.269289,2016,landsat
madagascar_2016_57,0,22.494993,16.107288,2016,landsat
madagascar_2016_60,0,15.806812,25.0756,2016,landsat
madagascar_2016_62,0,26.208014,21.372713,2016,landsat
madagascar_2016_63,0,19.223566,18.304642,2016,landsat
madagascar_2016_69,0,24.702333,16.671162,2016,landsat
madagascar_2016_78,0,24.7971,20.239252,2016,landsat
madagascar_2016_89,0,16.131216,29.687822,2016,landsat
madagascar_2016_103,0,39.47775,25.024244,2016,landsat
madagascar_2016_104,0,17.808168,27.521698,2016,landsat
madagascar_2016_107,0,17.34454,16.38569,2016,landsat
madagascar_2016_111,0,13.489979,19.638062,2016,landsat
madagascar_2016_118,0,19.297909,17.643532,2016,landsat
madagascar_2016_120,0,13.38722,17.73904,2016,landsat
madagascar_2016_125,0,13.137141,21.824015,2016,landsat
madagascar_2016_137,0,12.319273,19.710579,2016,landsat
madagascar_2016_139,0,11.838432,15.489526,2016,landsat
madagascar_2016_151,0,18.137295,20.9238,2016,landsat
madagascar_2016_157,0,10.081163,19.273983,2016,landsat
madagascar_2016_161,0,35.384827,22.86105,2016,landsat
madagascar_2016_163,0,12.034848,20.6484,2016,landsat
madagascar_2016_171,0,23.23439,23.894716,2016,landsat
madagascar_2016_173,0,49.31721,24.140783,2016,landsat
madagascar_2016_177,0,13.446709,19.68335,2016,landsat
madagascar_2016_178,0,37.215218,20.989017,2016,landsat
madagascar_2016_180,0,12.225358,20.713316,2016,landsat
madagascar_2016_185,0,11.988091,20.702736,2016,landsat
madagascar_2016_206,0,12.130071,31.898968,2016,landsat
madagascar_2016_213,0,34.15193,37.055218,2016,landsat
madagascar_2016_222,0,10.148101,20.02309,2016,landsat
madagascar_2016_224,0,12.61578,19.535215,2016,landsat
madagascar_2016_229,0,7.4814305,21.170519,2016,landsat
madagascar_2016_232,0,9.640038,16.335518,2016,landsat
madagascar_2016_234,0,5.0107546,17.23727,2016,landsat
madagascar_2016_236,0,34.081657,18.396616,2016,landsat
madagascar_2016_242,0,20.773125,18.793058,2016,landsat
madagascar_2016_249,0,16.36572,20.926498,2016,landsat
madagascar_2016_252,0,13.930273,17.86679,2016,landsat
madagascar_2016_255,0,18.2258,16.504623,2016,landsat
madagascar_2016_265,0,45.391544,23.253824,2016,landsat
madagascar_2016_266,0,52.825306,29.931067,2016,landsat
madagascar_2016_273,0,48.901882,43.971115,2016,landsat
madagascar_2016_276,0,6.776492,22.157019,2016,landsat
madagascar_2016_277,0,5.7145886,17.801695,2016,landsat
madagascar_2016_278,0,12.603429,21.291588,2016,landsat
madagascar_2016_283,0,8.07873,17.131073,2016,landsat
madagascar_2016_291,0,8.511148,15.79012,2016,landsat
madagascar_2016_295,0,16.723652,16.172832,2016,landsat
madagascar_2016_296,0,10.384126,19.892124,2016,landsat
madagascar_2016_313,0,29.196753,30.051165,2016,landsat
madagascar_2016_314,0,14.669029,23.699636,2016,landsat
madagascar_2016_319,0,10.81138,21.79236,2016,landsat
madagascar_2016_326,0,16.288963,14.871236,2016,landsat
madagascar_2016_331,0,40.3982,26.761326,2016,landsat
madagascar_2016_337,0,19.27063,19.204403,2016,landsat
madagascar_2016_349,0,42.736004,20.14173,2016,landsat
madagascar_2016_354,0,54.774513,23.151596,2016,landsat
madagascar_2016_356,0,48.758404,15.961486,2016,landsat
madagascar_2016_357,0,19.680565,19.207056,2016,landsat
madagascar_2016_363,0,23.78189,17.9688,2016,landsat
madagascar_2021_4,0,50.050026,50.92131,2021,landsat
madagascar_2021_7,0,56.825512,50.923588,2021,landsat
madagascar_2021_12,0,58.782177,43.781193,2021,landsat
madagascar_2021_25,0,44.41879,60.85633,2021,landsat
madagascar_2021_29,0,54.760025,46.637672,2021,landsat
madagascar_2021_36,0,50.536106,49.799786,2021,landsat
madagascar_2021_42,0,47.719044,43.464214,2021,landsat
madagascar_2021_44,0,48.6286,52.554554,2021,landsat
madagascar_2021_51,0,21.165495,30.228922,2021,landsat
madagascar_2021_56,0,57.718613,46.461555,2021,landsat
madagascar_2021_57,0,49.514816,50.776478,2021,landsat
madagascar_2021_61,0,40.394787,35.543156,2021,landsat
madagascar_2021_62,0,45.186428,47.382404,2021,landsat
madagascar_2021_65,0,44.888317,38.60944,2021,landsat
madagascar_2021_86,0,17.35172,18.522182,2021,landsat
madagascar_2021_97,0,19.233137,23.13443,2021,landsat
madagascar_2021_115,0,27.143906,15.302005,2021,landsat
madagascar_2021_121,0,23.26646,22.612675,2021,landsat
madagascar_2021_123,0,16.252127,18.363535,2021,landsat
madagascar_2021_127,0,20.61434,18.252476,2021,landsat
madagascar_2021_129,0,24.57158,25.430618,2021,landsat
madagascar_2021_133,0,40.291733,19.849813,2021,landsat
madagascar_2021_135,0,49.733677,19.392351,2021,landsat
madagascar_2021_138,0,27.011238,20.941088,2021,landsat
madagascar_2021_139,0,33.8546,17.021252,2021,landsat
madagascar_2021_143,0,27.38004,24.92192,2021,landsat
madagascar_2021_145,0,38.128498,32.519062,2021,landsat
madagascar_2021_150,0,32.130177,20.225857,2021,landsat
madagascar_2021_156,0,21.464128,40.993748,2021,landsat
madagascar_2021_159,0,21.2146,24.691803,2021,landsat
madagascar_2021_160,0,20.431246,16.716057,2021,landsat
madagascar_2021_171,0,16.515032,24.167233,2021,landsat
madagascar_2021_173,0,27.019262,27.042053,2021,landsat
madagascar_2021_177,0,26.743961,28.2873,2021,landsat
madagascar_2021_178,0,27.637175,37.00231,2021,landsat
madagascar_2021_182,0,30.014772,25.907629,2021,landsat
madagascar_2021_186,0,41.04294,33.461864,2021,landsat
madagascar_2021_194,0,27.82742,25.347174,2021,landsat
madagascar_2021_195,0,21.234518,26.739208,2021,landsat
madagascar_2021_208,0,23.131445,15.00329,2021,landsat
madagascar_2021_211,0,19.973364,20.93097,2021,landsat
madagascar_2021_214,0,47.242332,31.018272,2021,landsat
madagascar_2021_228,0,13.606157,22.444115,2021,landsat
madagascar_2021_231,0,15.336981,16.820194,2021,landsat
madagascar_2021_236,0,16.394484,18.443165,2021,landsat
madagascar_2021_238,0,13.856607,16.29301,2021,landsat
madagascar_2021_239,0,14.731508,15.803536,2021,landsat
madagascar_2021_243,0,55.053772,19.235233,2021,landsat
madagascar_2021_252,0,19.024363,15.822839,2021,landsat
madagascar_2021_254,0,18.079634,16.519289,2021,landsat
madagascar_2021_255,0,26.896334,15.919138,2021,landsat
madagascar_2021_256,0,36.186108,19.958311,2021,landsat
madagascar_2021_258,0,20.33132,21.96885,2021,landsat
madagascar_2021_259,0,25.440125,19.929672,2021,landsat
madagascar_2021_273,0,17.503351,14.848638,2021,landsat
madagascar_2021_279,0,38.818745,19.882664,2021,landsat
madagascar_2021_284,0,21.980024,18.969807,2021,landsat
madagascar_2021_287,0,18.48027,19.889528,2021,landsat
madagascar_2021_289,0,17.922834,17.657211,2021,landsat
madagascar_2021_292,0,10.5258465,15.917733,2021,landsat
madagascar_2021_303,0,16.322277,16.5332,2021,landsat
madagascar_2021_315,0,16.41662,21.999561,2021,landsat
madagascar_2021_323,0,26.433735,29.644001,2021,landsat
madagascar_2021_326,0,32.736374,36.890327,2021,landsat
madagascar_2021_328,0,34.65325,17.166489,2021,landsat
madagascar_2021_330,0,21.333563,19.31509,2021,landsat
madagascar_2021_333,0,59.131386,28.096033,2021,landsat
madagascar_2021_334,0,29.226791,15.234394,2021,landsat
madagascar_2021_342,0,60.989895,25.508892,2021,landsat
madagascar_2021_347,0,49.422924,17.817947,2021,landsat
madagascar_2021_354,0,17.271301,25.193586,2021,landsat
madagascar_2021_361,0,23.46422,16.367983,2021,landsat
madagascar_2021_371,0,22.615126,22.668419,2021,landsat
madagascar_2021_387,0,29.899864,20.267916,2021,landsat
madagascar_2021_392,0,20.551775,22.671772,2021,landsat
madagascar_2021_398,0,13.717334,17.209476,2021,landsat
madagascar_2021_408,0,23.341145,21.700935,2021,landsat
madagascar_2021_412,0,37.943787,40.08029,2021,landsat
madagascar_2021_416,0,16.92389,20.865393,2021,landsat
madagascar_2021_422,0,27.251993,21.962717,2021,landsat
madagascar_2021_426,0,45.637363,21.069855,2021,landsat
madagascar_2021_432,0,19.649015,33.040783,2021,landsat
madagascar_2021_438,0,20.041075,21.594103,2021,landsat
madagascar_2021_442,0,21.42303,21.357819,2021,landsat
madagascar_2021_444,0,14.479173,20.773617,2021,landsat
madagascar_2021_448,0,28.314018,23.462564,2021,landsat
madagascar_2021_451,0,24.328526,18.98623,2021,landsat
madagascar_2021_452,0,19.289236,27.060352,2021,landsat
madagascar_2021_460,0,15.353138,22.294205,2021,landsat
madagascar_2021_463,0,31.59372,31.472214,2021,landsat
madagascar_2021_464,0,23.566372,18.441183,2021,landsat
madagascar_2021_476,0,20.592184,21.193296,2021,landsat
madagascar_2021_484,0,14.266938,19.038591,2021,landsat
madagascar_2021_487,0,50.929794,41.11085,2021,landsat
madagascar_2021_488,0,51.417282,42.061253,2021,landsat
madagascar_2021_490,0,12.916252,17.93983,2021,landsat
madagascar_2021_492,0,14.533526,20.524347,2021,landsat
madagascar_2021_500,0,43.136597,22.29272,2021,landsat
madagascar_2021_503,0,12.872382,20.951693,2021,landsat
madagascar_2021_504,0,21.466295,20.841612,2021,landsat
madagascar_2021_505,0,15.869426,19.039865,2021,landsat
madagascar_2021_509,0,12.50237,15.945528,2021,landsat
madagascar_2021_513,0,25.844557,19.702885,2021,landsat
madagascar_2021_527,0,14.231149,19.396034,2021,landsat
madagascar_2021_528,0,18.956793,16.0849,2021,landsat
madagascar_2021_531,0,20.060833,20.435127,2021,landsat
madagascar_2021_536,0,21.569128,22.475702,2021,landsat
madagascar_2021_537,0,10.114072,22.02887,2021,landsat
madagascar_2021_550,0,12.788305,20.145046,2021,landsat
madagascar_2021_551,0,12.939322,19.210571,2021,landsat
madagascar_2021_556,0,17.697254,18.157497,2021,landsat
madagascar_2021_559,0,15.565905,19.78365,2021,landsat
madagascar_2021_564,0,12.952229,31.15145,2021,landsat
madagascar_2021_572,0,12.145978,22.807083,2021,landsat
madagascar_2021_577,0,26.94889,21.422623,2021,landsat
madagascar_2021_585,0,17.544403,17.730232,2021,landsat
madagascar_2021_588,0,16.048454,16.247686,2021,landsat
madagascar_2021_603,0,32.62815,16.957975,2021,landsat
madagascar_2021_604,0,19.504206,16.311619,2021,landsat
madagascar_2021_607,0,32.284317,20.236872,2021,landsat
madagascar_2021_609,0,19.044266,16.43786,2021,landsat
madagascar_2021_619,0,48.357944,12.960544,2021,landsat
madagascar_2021_620,0,22.113413,21.268497,2021,landsat
madagascar_2021_629,0,26.846327,21.046814,2021,landsat
madagascar_2021_637,0,44.090664,28.020067,2021,landsat
madagascar_2021_640,0,24.192377,17.34116,2021,landsat
madagascar_2021_642,0,25.98391,14.22444,2021,landsat
madagascar_2021_644,0,54.81252,18.772984,2021,landsat
madagascar_2021_646,0,41.374874,21.35832,2021,landsat
madagascar_2021_647,0,22.3941,27.216919,2021,landsat
madagascar_1997_7,1,33.10967,36.954784,1997,landsat
madagascar_1997_8,1,28.007658,34.975708,1997,landsat
madagascar_1997_14,1,44.515568,29.620527,1997,landsat
madagascar_1997_22,1,38.507793,49.74512,1997,landsat
madagascar_1997_26,1,22.814325,34.32994,1997,landsat
madagascar_1997_40,1,60.631237,44.191063,1997,landsat
madagascar_1997_67,1,14.316723,12.061345,1997,landsat
madagascar_1997_74,1,14.911711,16.490316,1997,landsat
madagascar_1997_88,1,29.620398,13.635356,1997,landsat
madagascar_1997_94,1,9.233936,11.074506,1997,landsat
madagascar_1997_109,1,10.823253,14.986599,1997,landsat
madagascar_1997_111,1,14.134939,13.284062,1997,landsat
madagascar_1997_112,1,11.431364,12.995799,1997,landsat
madagascar_1997_117,1,10.124381,16.416779,1997,landsat
madagascar_1997_119,1,10.376095,11.564922,1997,landsat
madagascar_1997_124,1,32.785927,16.43786,1997,landsat
madagascar_1997_125,1,34.013172,16.362938,1997,landsat
madagascar_1997_134,1,19.450798,13.799039,1997,landsat
